GITM2 log file
## Inputs from UAM.in
# Resart= F
# Eddy coef:   300.000 Eddy P0:     0.005 Eddy P1:     0.001 Eddy Scaling:     1.000
# Statistical Models Only:  F Apex:  T
# EUV Data:  F
# AMIE: none           
none                                                                                                
# Solar Heating:  T Joule Heating:  T Auroral Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T Updated Turbulent Conduction:  F
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs SubsolarLon SubsolarLat SubsolarVTEC
    6325 2017  8 21  8 17 39 862  4.7667    186.76360    656.03084    619.73699     -3.20343      0.00000     -1.65185     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.97012   0.20055  -1.00000
    6326 2017  8 21  8 17 44 629  4.7669    186.76366    656.00034    619.71121     -3.19259      0.00000     -1.65084     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96978   0.20055  -1.00000
    6327 2017  8 21  8 17 49 396  4.7671    186.76372    655.96973    619.68541     -3.18086      0.00000     -1.64986     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96943   0.20055  -1.00000
    6328 2017  8 21  8 17 54 163  4.7672    186.76378    655.93899    619.65957     -3.16850      0.00000     -1.64880     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96908   0.20055  -1.00000
    6329 2017  8 21  8 17 58 931  4.7674    186.76384    655.90815    619.63373     -3.15578      0.00000     -1.64770     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96874   0.20055  -1.00000
    6330 2017  8 21  8 18  3 698  4.7676    186.76389    655.87725    619.60789     -3.14593      0.00000     -1.64667     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96839   0.20055  -1.00000
    6331 2017  8 21  8 18  8 466  4.7678    186.76395    655.84633    619.58207     -3.13652      0.00000     -1.64568     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96804   0.20055  -1.00000
    6332 2017  8 21  8 18 13 234  4.7679    186.76400    655.81543    619.55628     -3.12736      0.00000     -1.64480     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96770   0.20054  -1.00000
    6333 2017  8 21  8 18 18   2  4.7681    186.76405    655.78454    619.53050     -3.11854      0.00000     -1.64391     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96735   0.20054  -1.00000
    6334 2017  8 21  8 18 22 770  4.7683    186.76411    655.75368    619.50474     -3.11019      0.00000     -1.64300     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96700   0.20054  -1.00000
    6335 2017  8 21  8 18 27 539  4.7685    186.76415    655.72288    619.47903     -3.10239      0.00000     -1.64213     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96666   0.20054  -1.00000
    6336 2017  8 21  8 18 32 307  4.7686    186.76420    655.69222    619.45338     -3.09565      0.00000     -1.64136     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96631   0.20054  -1.00000
    6337 2017  8 21  8 18 37  76  4.7688    186.76425    655.66171    619.42779     -3.09041      0.00000     -1.64068     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96596   0.20054  -1.00000
    6338 2017  8 21  8 18 41 845  4.7690    186.76429    655.63136    619.40224     -3.08567      0.00000     -1.64009     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96561   0.20054  -1.00000
    6339 2017  8 21  8 18 46 614  4.7692    186.76433    655.60116    619.37674     -3.08151      0.00000     -1.63946     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96527   0.20054  -1.00000
    6340 2017  8 21  8 18 51 384  4.7694    186.76438    655.57110    619.35128     -3.07803      0.00000     -1.63884     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96492   0.20054  -1.00000
    6341 2017  8 21  8 18 56 153  4.7695    186.76442    655.54123    619.32587     -3.07526      0.00000     -1.63832     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96457   0.20054  -1.00000
    6342 2017  8 21  8 19  0 923  4.7697    186.76445    655.51155    619.30052     -3.07322      0.00000     -1.63786     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96423   0.20054  -1.00000
    6343 2017  8 21  8 19  5 693  4.7699    186.76449    655.48205    619.27520     -3.07190      0.00000     -1.63753     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96388   0.20054  -1.00000
    6344 2017  8 21  8 19 10 463  4.7701    186.76452    655.45268    619.24990     -3.07127      0.00000     -1.63721     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96353   0.20054  -1.00000
    6345 2017  8 21  8 19 15 233  4.7703    186.76455    655.42340    619.22460     -3.07128      0.00000     -1.63685     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96319   0.20054  -1.00000
    6346 2017  8 21  8 19 20   4  4.7704    186.76458    655.39420    619.19931     -3.07190      0.00000     -1.63654     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96284   0.20054  -1.00000
    6347 2017  8 21  8 19 24 774  4.7706    186.76461    655.36508    619.17403     -3.07323      0.00000     -1.63630     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96249   0.20054  -1.00000
    6348 2017  8 21  8 19 29 545  4.7708    186.76463    655.33602    619.14874     -3.07616      0.00000     -1.63615     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96215   0.20054  -1.00000
    6349 2017  8 21  8 19 34 316  4.7709    186.76465    655.30697    619.12342     -3.07967      0.00000     -1.63607     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96180   0.20054  -1.00000
    6350 2017  8 21  8 19 39  87  4.7711    186.76468    655.27787    619.09806     -3.08368      0.00000     -1.63592     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96145   0.20054  -1.00000
    6351 2017  8 21  8 19 43 858  4.7713    186.76469    655.24869    619.07266     -3.08808      0.00000     -1.63576     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96110   0.20054  -1.00000
    6352 2017  8 21  8 19 48 630  4.7714    186.76471    655.21944    619.04723     -3.09276      0.00000     -1.63568     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96076   0.20054  -1.00000
    6353 2017  8 21  8 19 53 401  4.7716    186.76473    655.19013    619.02178     -3.09761      0.00000     -1.63563     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96041   0.20054  -1.00000
    6354 2017  8 21  8 19 58 173  4.7717    186.76474    655.16072    618.99629     -3.10252      0.00000     -1.63568     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.96006   0.20054  -1.00000
    6355 2017  8 21  8 20  2 945  4.7719    186.76475    655.13121    618.97075     -3.10737      0.00000     -1.63572     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95972   0.20054  -1.00000
    6356 2017  8 21  8 20  7 717  4.7720    186.76476    655.10155    618.94516     -3.11205      0.00000     -1.63569     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95937   0.20054  -1.00000
    6357 2017  8 21  8 20 12 489  4.7722    186.76477    655.07178    618.91955     -3.11648      0.00000     -1.63569     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95902   0.20054  -1.00000
    6358 2017  8 21  8 20 17 262  4.7723    186.76478    655.04193    618.89392     -3.12056      0.00000     -1.63575     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95868   0.20054  -1.00000
    6359 2017  8 21  8 20 22  34  4.7725    186.76478    655.01201    618.86828     -3.12424      0.00000     -1.63587     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95833   0.20054  -1.00000
    6360 2017  8 21  8 20 26 807  4.7726    186.76479    654.98204    618.84263     -3.12746      0.00000     -1.63603     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95798   0.20054  -1.00000
    6361 2017  8 21  8 20 31 579  4.7728    186.76479    654.95198    618.81695     -3.13018      0.00000     -1.63613     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95763   0.20053  -1.00000
    6362 2017  8 21  8 20 36 352  4.7729    186.76479    654.92186    618.79127     -3.13240      0.00000     -1.63619     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95729   0.20053  -1.00000
    6363 2017  8 21  8 20 41 125  4.7731    186.76479    654.89173    618.76559     -3.13414      0.00000     -1.63632     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95694   0.20053  -1.00000
    6364 2017  8 21  8 20 45 899  4.7732    186.76479    654.86160    618.73993     -3.13548      0.00000     -1.63646     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95659   0.20053  -1.00000
    6365 2017  8 21  8 20 50 672  4.7734    186.76479    654.83150    618.71428     -3.13645      0.00000     -1.63670     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95625   0.20053  -1.00000
    6366 2017  8 21  8 20 55 446  4.7735    186.76478    654.80141    618.68863     -3.13712      0.00000     -1.63692     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95590   0.20053  -1.00000
    6367 2017  8 21  8 21  0 219  4.7737    186.76477    654.77131    618.66299     -3.13756      0.00000     -1.63706     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95555   0.20053  -1.00000
    6368 2017  8 21  8 21  4 993  4.7738    186.76477    654.74122    618.63735     -3.13786      0.00000     -1.63721     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95520   0.20053  -1.00000
    6369 2017  8 21  8 21  9 767  4.7740    186.76476    654.71117    618.61173     -3.13808      0.00000     -1.63741     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95486   0.20053  -1.00000
    6370 2017  8 21  8 21 14 541  4.7741    186.76474    654.68116    618.58612     -3.13836      0.00000     -1.63766     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95451   0.20053  -1.00000
    6371 2017  8 21  8 21 19 315  4.7742    186.76473    654.65116    618.56051     -3.13880      0.00000     -1.63796     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95416   0.20053  -1.00000
    6372 2017  8 21  8 21 24  90  4.7744    186.76472    654.62115    618.53488     -3.13955      0.00000     -1.63819     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95382   0.20053  -1.00000
    6373 2017  8 21  8 21 28 864  4.7745    186.76470    654.59111    618.50925     -3.14073      0.00000     -1.63838     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95347   0.20053  -1.00000
    6374 2017  8 21  8 21 33 639  4.7747    186.76468    654.56107    618.48362     -3.14247      0.00000     -1.63865     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95312   0.20053  -1.00000
    6375 2017  8 21  8 21 38 414  4.7748    186.76467    654.53102    618.45800     -3.14484      0.00000     -1.63894     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95277   0.20053  -1.00000
    6376 2017  8 21  8 21 43 189  4.7749    186.76465    654.50097    618.43236     -3.14790      0.00000     -1.63933     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95243   0.20053  -1.00000
    6377 2017  8 21  8 21 47 964  4.7751    186.76462    654.47089    618.40672     -3.15175      0.00000     -1.63972     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95208   0.20053  -1.00000
    6378 2017  8 21  8 21 52 739  4.7752    186.76460    654.44074    618.38106     -3.15638      0.00000     -1.64005     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95173   0.20053  -1.00000
    6379 2017  8 21  8 21 57 514  4.7754    186.76458    654.41055    618.35539     -3.16177      0.00000     -1.64039     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95139   0.20053  -1.00000
    6380 2017  8 21  8 22  2 290  4.7755    186.76455    654.38036    618.32974     -3.16778      0.00000     -1.64078     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95104   0.20053  -1.00000
    6381 2017  8 21  8 22  7  65  4.7756    186.76453    654.35016    618.30410     -3.17424      0.00000     -1.64121     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95069   0.20053  -1.00000
    6382 2017  8 21  8 22 11 841  4.7758    186.76450    654.31996    618.27846     -3.18091      0.00000     -1.64167     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95034   0.20053  -1.00000
    6383 2017  8 21  8 22 16 617  4.7759    186.76447    654.28974    618.25282     -3.18749      0.00000     -1.64203     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.95000   0.20053  -1.00000
    6384 2017  8 21  8 22 21 393  4.7760    186.76444    654.25949    618.22720     -3.19368      0.00000     -1.64231     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94965   0.20053  -1.00000
    6385 2017  8 21  8 22 26 169  4.7762    186.76441    654.22927    618.20160     -3.19914      0.00000     -1.64261     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94930   0.20053  -1.00000
    6386 2017  8 21  8 22 30 946  4.7763    186.76437    654.19911    618.17604     -3.20361      0.00000     -1.64288     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94895   0.20053  -1.00000
    6387 2017  8 21  8 22 35 722  4.7765    186.76434    654.16902    618.15051     -3.20683      0.00000     -1.64318     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94861   0.20053  -1.00000
    6388 2017  8 21  8 22 40 499  4.7766    186.76430    654.13897    618.12500     -3.20862      0.00000     -1.64342     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94826   0.20053  -1.00000
    6389 2017  8 21  8 22 45 275  4.7767    186.76427    654.10897    618.09951     -3.20883      0.00000     -1.64352     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94791   0.20052  -1.00000
    6390 2017  8 21  8 22 50  52  4.7769    186.76423    654.07903    618.07406     -3.20735      0.00000     -1.64358     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94756   0.20052  -1.00000
    6391 2017  8 21  8 22 54 829  4.7770    186.76419    654.04918    618.04865     -3.20426      0.00000     -1.64362     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94722   0.20052  -1.00000
    6392 2017  8 21  8 22 59 606  4.7771    186.76415    654.01941    618.02327     -3.20133      0.00000     -1.64366     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94687   0.20052  -1.00000
    6393 2017  8 21  8 23  4 384  4.7773    186.76410    653.98972    617.99790     -3.20349      0.00000     -1.64368     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94652   0.20052  -1.00000
    6394 2017  8 21  8 23  9 161  4.7774    186.76406    653.96004    617.97254     -3.20298      0.00000     -1.64356     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94617   0.20052  -1.00000
    6395 2017  8 21  8 23 13 939  4.7775    186.76401    653.93038    617.94719     -3.19940      0.00000     -1.64333     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94583   0.20052  -1.00000
    6396 2017  8 21  8 23 18 716  4.7777    186.76397    653.90074    617.92184     -3.19262      0.00000     -1.64310     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94548   0.20052  -1.00000
    6397 2017  8 21  8 23 23 494  4.7778    186.76392    653.87112    617.89651     -3.18279      0.00000     -1.64284     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94513   0.20052  -1.00000
    6398 2017  8 21  8 23 28 272  4.7780    186.76387    653.84150    617.87117     -3.17019      0.00000     -1.64263     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94479   0.20052  -1.00000
    6399 2017  8 21  8 23 33  50  4.7781    186.76382    653.81185    617.84581     -3.15527      0.00000     -1.64238     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94444   0.20052  -1.00000
    6400 2017  8 21  8 23 37 828  4.7782    186.76377    653.78211    617.82042     -3.13860      0.00000     -1.64207     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94409   0.20052  -1.00000
    6401 2017  8 21  8 23 42 607  4.7784    186.76371    653.75231    617.79502     -3.12078      0.00000     -1.64178     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94374   0.20052  -1.00000
    6402 2017  8 21  8 23 47 385  4.7785    186.76366    653.72246    617.76961     -3.10244      0.00000     -1.64156     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94340   0.20052  -1.00000
    6403 2017  8 21  8 23 52 164  4.7786    186.76360    653.69256    617.74419     -3.08408      0.00000     -1.64144     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94305   0.20052  -1.00000
    6404 2017  8 21  8 23 56 943  4.7788    186.76355    653.66262    617.71874     -3.08451      0.00000     -1.64143     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94270   0.20052  -1.00000
    6405 2017  8 21  8 24  1 722  4.7789    186.76349    653.63260    617.69328     -3.08584      0.00000     -1.64139     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94235   0.20052  -1.00000
    6406 2017  8 21  8 24  6 501  4.7790    186.76343    653.60250    617.66780     -3.08774      0.00000     -1.64138     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94201   0.20052  -1.00000
    6407 2017  8 21  8 24 11 280  4.7792    186.76337    653.57238    617.64233     -3.08991      0.00000     -1.64150     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94166   0.20052  -1.00000
    6408 2017  8 21  8 24 16  59  4.7793    186.76330    653.54225    617.61686     -3.09221      0.00000     -1.64170     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94131   0.20052  -1.00000
    6409 2017  8 21  8 24 20 839  4.7795    186.76324    653.51213    617.59141     -3.09456      0.00000     -1.64205     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94096   0.20052  -1.00000
    6410 2017  8 21  8 24 25 618  4.7796    186.76317    653.48201    617.56597     -3.09694      0.00000     -1.64245     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94061   0.20052  -1.00000
    6411 2017  8 21  8 24 30 398  4.7797    186.76311    653.45190    617.54053     -3.09933      0.00000     -1.64284     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.94027   0.20052  -1.00000
    6412 2017  8 21  8 24 35 178  4.7799    186.76304    653.42182    617.51513     -3.10170      0.00000     -1.64327     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93992   0.20052  -1.00000
    6413 2017  8 21  8 24 39 958  4.7800    186.76297    653.39182    617.48976     -3.10398      0.00000     -1.64379     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93957   0.20052  -1.00000
    6414 2017  8 21  8 24 44 738  4.7801    186.76290    653.36191    617.46444     -3.10597      0.00000     -1.64439     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93922   0.20052  -1.00000
    6415 2017  8 21  8 24 49 518  4.7803    186.76283    653.33211    617.43915     -3.10754      0.00000     -1.64505     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93888   0.20052  -1.00000
    6416 2017  8 21  8 24 54 299  4.7804    186.76275    653.30238    617.41389     -3.10864      0.00000     -1.64563     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93853   0.20052  -1.00000
    6417 2017  8 21  8 24 59  79  4.7805    186.76268    653.27274    617.38866     -3.11063      0.00000     -1.64616     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93818   0.20052  -1.00000
    6418 2017  8 21  8 25  3 860  4.7807    186.76260    653.24322    617.36348     -3.11967      0.00000     -1.64671     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93783   0.20051  -1.00000
    6419 2017  8 21  8 25  8 641  4.7808    186.76253    653.21383    617.33836     -3.12797      0.00000     -1.64724     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93749   0.20051  -1.00000
    6420 2017  8 21  8 25 13 422  4.7810    186.76245    653.18457    617.31327     -3.13530      0.00000     -1.64782     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93714   0.20051  -1.00000
    6421 2017  8 21  8 25 18 203  4.7811    186.76237    653.15542    617.28822     -3.14154      0.00000     -1.64833     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93679   0.20051  -1.00000
    6422 2017  8 21  8 25 22 984  4.7812    186.76229    653.12635    617.26318     -3.14667      0.00000     -1.64872     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93644   0.20051  -1.00000
    6423 2017  8 21  8 25 27 765  4.7814    186.76221    653.09737    617.23817     -3.15076      0.00000     -1.64907     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93610   0.20051  -1.00000
    6424 2017  8 21  8 25 32 547  4.7815    186.76212    653.06848    617.21320     -3.15391      0.00000     -1.64940     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93575   0.20051  -1.00000
    6425 2017  8 21  8 25 37 328  4.7816    186.76204    653.03968    617.18825     -3.15630      0.00000     -1.64972     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93540   0.20051  -1.00000
    6426 2017  8 21  8 25 42 110  4.7818    186.76195    653.01096    617.16331     -3.15813      0.00000     -1.65005     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93505   0.20051  -1.00000
    6427 2017  8 21  8 25 46 892  4.7819    186.76186    652.98225    617.13836     -3.15964      0.00000     -1.65025     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93470   0.20051  -1.00000
    6428 2017  8 21  8 25 51 674  4.7820    186.76177    652.95353    617.11341     -3.16102      0.00000     -1.65037     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93436   0.20051  -1.00000
    6429 2017  8 21  8 25 56 456  4.7822    186.76168    652.92484    617.08845     -3.16254      0.00000     -1.65049     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93401   0.20051  -1.00000
    6430 2017  8 21  8 26  1 239  4.7823    186.76159    652.89615    617.06350     -3.16435      0.00000     -1.65058     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93366   0.20051  -1.00000
    6431 2017  8 21  8 26  6  21  4.7825    186.76150    652.86748    617.03854     -3.16659      0.00000     -1.65072     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93331   0.20051  -1.00000
    6432 2017  8 21  8 26 10 804  4.7826    186.76141    652.83877    617.01355     -3.16929      0.00000     -1.65080     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93297   0.20051  -1.00000
    6433 2017  8 21  8 26 15 587  4.7827    186.76131    652.81000    616.98853     -3.17247      0.00000     -1.65077     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93262   0.20051  -1.00000
    6434 2017  8 21  8 26 20 369  4.7829    186.76121    652.78118    616.96349     -3.17606      0.00000     -1.65070     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93227   0.20051  -1.00000
    6435 2017  8 21  8 26 25 152  4.7830    186.76112    652.75233    616.93844     -3.17999      0.00000     -1.65063     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93192   0.20051  -1.00000
    6436 2017  8 21  8 26 29 936  4.7831    186.76102    652.72345    616.91338     -3.18409      0.00000     -1.65057     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93157   0.20051  -1.00000
    6437 2017  8 21  8 26 34 719  4.7833    186.76092    652.69453    616.88828     -3.18820      0.00000     -1.65052     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93123   0.20051  -1.00000
    6438 2017  8 21  8 26 39 502  4.7834    186.76081    652.66553    616.86315     -3.19213      0.00000     -1.65035     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93088   0.20051  -1.00000
    6439 2017  8 21  8 26 44 286  4.7836    186.76071    652.63645    616.83799     -3.19571      0.00000     -1.65010     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93053   0.20051  -1.00000
    6440 2017  8 21  8 26 49  69  4.7837    186.76061    652.60732    616.81280     -3.19879      0.00000     -1.64985     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.93018   0.20051  -1.00000
    6441 2017  8 21  8 26 53 853  4.7838    186.76050    652.57816    616.78761     -3.20121      0.00000     -1.64956     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.92983   0.20051  -1.00000
    6442 2017  8 21  8 26 58 637  4.7840    186.76040    652.54896    616.76240     -3.20285      0.00000     -1.64931     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.92949   0.20051  -1.00000
    6443 2017  8 21  8 27  3 421  4.7841    186.76029    652.51970    616.73716     -3.20363      0.00000     -1.64900     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.92914   0.20051  -1.00000
    6444 2017  8 21  8 27  8 206  4.7842    186.76018    652.49036    616.71189     -3.20351      0.00000     -1.64857     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.92879   0.20051  -1.00000
    6445 2017  8 21  8 27 12 990  4.7844    186.76007    652.46095    616.68660     -3.20254      0.00000     -1.64809     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.92844   0.20051  -1.00000
    6446 2017  8 21  8 27 17 775  4.7845    186.75996    652.43150    616.66129     -3.20080      0.00000     -1.64761     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.92810   0.20050  -1.00000
    6447 2017  8 21  8 27 22 559  4.7847    186.75984    652.40201    616.63598     -3.19838      0.00000     -1.64713     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.92775   0.20050  -1.00000
    6448 2017  8 21  8 27 27 344  4.7848    186.75973    652.37248    616.61065     -3.19539      0.00000     -1.64665     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.92740   0.20050  -1.00000
    6449 2017  8 21  8 27 32 129  4.7849    186.75961    652.34287    616.58528     -3.19198      0.00000     -1.64605     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.92705   0.20050  -1.00000
    6450 2017  8 21  8 27 36 914  4.7851    186.75950    652.31317    616.55990     -3.18829      0.00000     -1.64537     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.92670   0.20050  -1.00000
    6451 2017  8 21  8 27 41 699  4.7852    186.75938    652.28342    616.53450     -3.18445      0.00000     -1.64470     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.92636   0.20050  -1.00000
    6452 2017  8 21  8 27 46 485  4.7854    186.75926    652.25364    616.50910     -3.18061      0.00000     -1.64400     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.92601   0.20050  -1.00000
    6453 2017  8 21  8 27 51 270  4.7855    186.75914    652.22382    616.48368     -3.17690      0.00000     -1.64337     80.0     80.0      0.0     -2.0    400.0      1.0      0.0      0.0   0.92566   0.20050  -1.00000
